dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 16
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.3
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: transplant
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant3/checkpoint/Transplant/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant3/results/Transplant/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant3/saver/Transplant/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant3/reconstruction/Transplant/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant3/yaml/Transplant/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant3/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant3/checkpoint/
data_pre: ImageNet
model_pre: model_16384_16_1
loss_pre: loss_1.0_0.2_1.0_0.3
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_ImageNet_model_16384_16_1_loss_1.0_0.2_1.0_0.3
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant3/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/2] Iters:[10/20018] transplant_loss 13.9164, rec_loss 0.7332, p_loss 0.8096, quant_error 1.3977, utilization 0.0712, perplexity 322.7537,
Train Epoch: [1/2] Iters:[170/20018] transplant_loss 4.5212, rec_loss 0.0389, p_loss 0.2776, quant_error 0.3873, utilization 0.4711, perplexity 5783.2612,
Train Epoch: [1/2] Iters:[180/20018] transplant_loss 4.4237, rec_loss 0.0381, p_loss 0.2725, quant_error 0.3779, utilization 0.4612, perplexity 5598.3922,
Train Epoch: [1/2] Iters:[190/20018] transplant_loss 4.3330, rec_loss 0.0379, p_loss 0.2665, quant_error 0.3657, utilization 0.4602, perplexity 5564.6565,
Train Epoch: [1/2] Iters:[200/20018] transplant_loss 4.2157, rec_loss 0.0373, p_loss 0.2593, quant_error 0.3490, utilization 0.4690, perplexity 5716.1283,
Train Epoch: [1/2] Iters:[210/20018] transplant_loss 4.0786, rec_loss 0.0366, p_loss 0.2507, quant_error 0.3323, utilization 0.4858, perplexity 6012.0617,
Train Epoch: [1/2] Iters:[220/20018] transplant_loss 3.9706, rec_loss 0.0360, p_loss 0.2445, quant_error 0.3230, utilization 0.5032, perplexity 6321.5818,
Train Epoch: [1/2] Iters:[230/20018] transplant_loss 3.8720, rec_loss 0.0355, p_loss 0.2430, quant_error 0.3172, utilization 0.5176, perplexity 6571.5490,
Train Epoch: [1/2] Iters:[240/20018] transplant_loss 3.8003, rec_loss 0.0358, p_loss 0.2427, quant_error 0.3153, utilization 0.5265, perplexity 6716.9507,
Train Epoch: [1/2] Iters:[250/20018] transplant_loss 3.7024, rec_loss 0.0352, p_loss 0.2415, quant_error 0.3110, utilization 0.5321, perplexity 6781.4996,
Train Epoch: [1/2] Iters:[260/20018] transplant_loss 3.6000, rec_loss 0.0352, p_loss 0.2431, quant_error 0.3086, utilization 0.5355, perplexity 6794.1873,
Train Epoch: [1/2] Iters:[270/20018] transplant_loss 3.4948, rec_loss 0.0355, p_loss 0.2427, quant_error 0.3068, utilization 0.5359, perplexity 6740.6581,
Train Epoch: [1/2] Iters:[280/20018] transplant_loss 3.3802, rec_loss 0.0354, p_loss 0.2408, quant_error 0.3037, utilization 0.5346, perplexity 6648.1408,
Train Epoch: [1/2] Iters:[290/20018] transplant_loss 3.2608, rec_loss 0.0349, p_loss 0.2391, quant_error 0.3015, utilization 0.5338, perplexity 6561.0237,
Train Epoch: [1/2] Iters:[300/20018] transplant_loss 3.1838, rec_loss 0.0355, p_loss 0.2391, quant_error 0.3037, utilization 0.5316, perplexity 6468.6364,
Train Epoch: [1/2] Iters:[310/20018] transplant_loss 3.1065, rec_loss 0.0351, p_loss 0.2392, quant_error 0.3050, utilization 0.5301, perplexity 6423.2910,
Train Epoch: [1/2] Iters:[320/20018] transplant_loss 3.0446, rec_loss 0.0354, p_loss 0.2408, quant_error 0.3064, utilization 0.5281, perplexity 6374.9779,
Train Epoch: [1/2] Iters:[330/20018] transplant_loss 2.9982, rec_loss 0.0359, p_loss 0.2425, quant_error 0.3101, utilization 0.5272, perplexity 6360.3821,
Train Epoch: [1/2] Iters:[340/20018] transplant_loss 2.9396, rec_loss 0.0358, p_loss 0.2425, quant_error 0.3104, utilization 0.5237, perplexity 6285.1795,
Train Epoch: [1/2] Iters:[350/20018] transplant_loss 2.8719, rec_loss 0.0353, p_loss 0.2431, quant_error 0.3092, utilization 0.5201, perplexity 6208.1191,
Train Epoch: [1/2] Iters:[360/20018] transplant_loss 2.8400, rec_loss 0.0357, p_loss 0.2425, quant_error 0.3115, utilization 0.5174, perplexity 6148.7082,
Train Epoch: [1/2] Iters:[370/20018] transplant_loss 2.7838, rec_loss 0.0349, p_loss 0.2417, quant_error 0.3103, utilization 0.5154, perplexity 6110.2121,
Train Epoch: [1/2] Iters:[380/20018] transplant_loss 2.7518, rec_loss 0.0352, p_loss 0.2413, quant_error 0.3104, utilization 0.5135, perplexity 6082.0340,
Train Epoch: [1/2] Iters:[390/20018] transplant_loss 2.7302, rec_loss 0.0353, p_loss 0.2426, quant_error 0.3116, utilization 0.5118, perplexity 6071.8833,
Train Epoch: [1/2] Iters:[400/20018] transplant_loss 2.6994, rec_loss 0.0354, p_loss 0.2412, quant_error 0.3100, utilization 0.5107, perplexity 6067.7953,
Train Epoch: [1/2] Iters:[410/20018] transplant_loss 2.6763, rec_loss 0.0356, p_loss 0.2404, quant_error 0.3092, utilization 0.5097, perplexity 6079.7286,
Train Epoch: [1/2] Iters:[420/20018] transplant_loss 2.6538, rec_loss 0.0355, p_loss 0.2395, quant_error 0.3074, utilization 0.5074, perplexity 6052.3673,
Train Epoch: [1/2] Iters:[430/20018] transplant_loss 2.6213, rec_loss 0.0350, p_loss 0.2389, quant_error 0.3052, utilization 0.5055, perplexity 6028.8663,
Train Epoch: [1/2] Iters:[440/20018] transplant_loss 2.6145, rec_loss 0.0350, p_loss 0.2379, quant_error 0.3044, utilization 0.5058, perplexity 6061.2342,
Train Epoch: [1/2] Iters:[450/20018] transplant_loss 2.6060, rec_loss 0.0346, p_loss 0.2381, quant_error 0.3035, utilization 0.5066, perplexity 6105.9303,
Train Epoch: [1/2] Iters:[460/20018] transplant_loss 2.5939, rec_loss 0.0342, p_loss 0.2374, quant_error 0.3010, utilization 0.5071, perplexity 6133.5328,
Train Epoch: [1/2] Iters:[470/20018] transplant_loss 2.6095, rec_loss 0.0341, p_loss 0.2383, quant_error 0.3029, utilization 0.5092, perplexity 6208.1121,
Train Epoch: [1/2] Iters:[480/20018] transplant_loss 2.6240, rec_loss 0.0340, p_loss 0.2385, quant_error 0.3034, utilization 0.5114, perplexity 6288.8215,
Train Epoch: [1/2] Iters:[490/20018] transplant_loss 2.6106, rec_loss 0.0335, p_loss 0.2374, quant_error 0.3011, utilization 0.5110, perplexity 6287.4566,
Train Epoch: [1/2] Iters:[500/20018] transplant_loss 2.6202, rec_loss 0.0337, p_loss 0.2358, quant_error 0.3017, utilization 0.5115, perplexity 6316.1687,
Train Epoch: [1/2] Iters:[510/20018] transplant_loss 2.6334, rec_loss 0.0338, p_loss 0.2350, quant_error 0.3024, utilization 0.5127, perplexity 6359.7854,
Train Epoch: [1/2] Iters:[520/20018] transplant_loss 2.6144, rec_loss 0.0337, p_loss 0.2333, quant_error 0.2977, utilization 0.5122, perplexity 6355.5113,
Train Epoch: [1/2] Iters:[530/20018] transplant_loss 2.5985, rec_loss 0.0336, p_loss 0.2321, quant_error 0.2942, utilization 0.5115, perplexity 6352.6009,
Train Epoch: [1/2] Iters:[540/20018] transplant_loss 2.5985, rec_loss 0.0338, p_loss 0.2320, quant_error 0.2929, utilization 0.5130, perplexity 6404.2175,
Train Epoch: [1/2] Iters:[550/20018] transplant_loss 2.5971, rec_loss 0.0339, p_loss 0.2331, quant_error 0.2926, utilization 0.5137, perplexity 6435.0208,
Train Epoch: [1/2] Iters:[560/20018] transplant_loss 2.5859, rec_loss 0.0336, p_loss 0.2347, quant_error 0.2905, utilization 0.5145, perplexity 6460.9113,
Train Epoch: [1/2] Iters:[570/20018] transplant_loss 2.5879, rec_loss 0.0335, p_loss 0.2344, quant_error 0.2909, utilization 0.5162, perplexity 6511.5586,
Train Epoch: [1/2] Iters:[580/20018] transplant_loss 2.5978, rec_loss 0.0333, p_loss 0.2340, quant_error 0.2927, utilization 0.5175, perplexity 6541.2221,
Train Epoch: [1/2] Iters:[590/20018] transplant_loss 2.6003, rec_loss 0.0335, p_loss 0.2341, quant_error 0.2928, utilization 0.5188, perplexity 6578.7151,
Train Epoch: [1/2] Iters:[600/20018] transplant_loss 2.5984, rec_loss 0.0331, p_loss 0.2324, quant_error 0.2907, utilization 0.5198, perplexity 6622.9934,
Train Epoch: [1/2] Iters:[610/20018] transplant_loss 2.5954, rec_loss 0.0332, p_loss 0.2296, quant_error 0.2893, utilization 0.5197, perplexity 6627.1928,
Train Epoch: [1/2] Iters:[620/20018] transplant_loss 2.6003, rec_loss 0.0332, p_loss 0.2288, quant_error 0.2908, utilization 0.5209, perplexity 6669.6079,
Train Epoch: [1/2] Iters:[630/20018] transplant_loss 2.5847, rec_loss 0.0328, p_loss 0.2275, quant_error 0.2873, utilization 0.5195, perplexity 6651.5672,
Train Epoch: [1/2] Iters:[640/20018] transplant_loss 2.5820, rec_loss 0.0321, p_loss 0.2266, quant_error 0.2864, utilization 0.5201, perplexity 6678.9730,
Train Epoch: [1/2] Iters:[650/20018] transplant_loss 2.5822, rec_loss 0.0321, p_loss 0.2269, quant_error 0.2868, utilization 0.5208, perplexity 6702.5611,
Train Epoch: [1/2] Iters:[660/20018] transplant_loss 2.5773, rec_loss 0.0317, p_loss 0.2273, quant_error 0.2861, utilization 0.5212, perplexity 6717.0910,
Train Epoch: [1/2] Iters:[670/20018] transplant_loss 2.5812, rec_loss 0.0315, p_loss 0.2275, quant_error 0.2856, utilization 0.5217, perplexity 6736.2561,
Train Epoch: [1/2] Iters:[680/20018] transplant_loss 2.5761, rec_loss 0.0314, p_loss 0.2266, quant_error 0.2847, utilization 0.5233, perplexity 6771.4812,
Train Epoch: [1/2] Iters:[690/20018] transplant_loss 2.5667, rec_loss 0.0314, p_loss 0.2263, quant_error 0.2825, utilization 0.5239, perplexity 6787.5812,
Train Epoch: [1/2] Iters:[700/20018] transplant_loss 2.5682, rec_loss 0.0314, p_loss 0.2252, quant_error 0.2818, utilization 0.5244, perplexity 6795.7477,
Train Epoch: [1/2] Iters:[710/20018] transplant_loss 2.5775, rec_loss 0.0315, p_loss 0.2247, quant_error 0.2833, utilization 0.5252, perplexity 6819.3484,
Train Epoch: [1/2] Iters:[720/20018] transplant_loss 2.5683, rec_loss 0.0314, p_loss 0.2235, quant_error 0.2816, utilization 0.5257, perplexity 6825.4195,
Train Epoch: [1/2] Iters:[730/20018] transplant_loss 2.5829, rec_loss 0.0318, p_loss 0.2246, quant_error 0.2831, utilization 0.5267, perplexity 6861.7908,
Train Epoch: [1/2] Iters:[740/20018] transplant_loss 2.6129, rec_loss 0.0324, p_loss 0.2250, quant_error 0.2876, utilization 0.5279, perplexity 6880.1313,
Train Epoch: [1/2] Iters:[750/20018] transplant_loss 2.6017, rec_loss 0.0321, p_loss 0.2237, quant_error 0.2856, utilization 0.5276, perplexity 6875.5498,
Train Epoch: [1/2] Iters:[760/20018] transplant_loss 2.5987, rec_loss 0.0318, p_loss 0.2238, quant_error 0.2845, utilization 0.5284, perplexity 6900.2957,
Train Epoch: [1/2] Iters:[770/20018] transplant_loss 2.5857, rec_loss 0.0317, p_loss 0.2233, quant_error 0.2815, utilization 0.5280, perplexity 6890.6517,
Train Epoch: [1/2] Iters:[780/20018] transplant_loss 2.5809, rec_loss 0.0313, p_loss 0.2227, quant_error 0.2809, utilization 0.5289, perplexity 6907.9173,
Train Epoch: [1/2] Iters:[790/20018] transplant_loss 2.5770, rec_loss 0.0309, p_loss 0.2224, quant_error 0.2794, utilization 0.5306, perplexity 6955.3454,
Train Epoch: [1/2] Iters:[800/20018] transplant_loss 2.5898, rec_loss 0.0310, p_loss 0.2241, quant_error 0.2804, utilization 0.5322, perplexity 6988.5195,
Train Epoch: [1/2] Iters:[810/20018] transplant_loss 2.5943, rec_loss 0.0312, p_loss 0.2239, quant_error 0.2804, utilization 0.5329, perplexity 7007.9475,
Train Epoch: [1/2] Iters:[820/20018] transplant_loss 2.6144, rec_loss 0.0312, p_loss 0.2235, quant_error 0.2825, utilization 0.5333, perplexity 7029.4562,
Train Epoch: [1/2] Iters:[830/20018] transplant_loss 2.6126, rec_loss 0.0313, p_loss 0.2225, quant_error 0.2815, utilization 0.5330, perplexity 7024.9079,
Train Epoch: [1/2] Iters:[840/20018] transplant_loss 2.5977, rec_loss 0.0311, p_loss 0.2218, quant_error 0.2786, utilization 0.5327, perplexity 7032.1137,
Train Epoch: [1/2] Iters:[850/20018] transplant_loss 2.5865, rec_loss 0.0308, p_loss 0.2203, quant_error 0.2778, utilization 0.5325, perplexity 7030.9816,
Train Epoch: [1/2] Iters:[860/20018] transplant_loss 2.5837, rec_loss 0.0310, p_loss 0.2200, quant_error 0.2769, utilization 0.5332, perplexity 7040.0337,
Train Epoch: [1/2] Iters:[870/20018] transplant_loss 2.5823, rec_loss 0.0310, p_loss 0.2211, quant_error 0.2775, utilization 0.5345, perplexity 7057.4589,
Train Epoch: [1/2] Iters:[880/20018] transplant_loss 2.5841, rec_loss 0.0311, p_loss 0.2222, quant_error 0.2776, utilization 0.5356, perplexity 7093.8103,
Train Epoch: [1/2] Iters:[890/20018] transplant_loss 2.5758, rec_loss 0.0308, p_loss 0.2215, quant_error 0.2765, utilization 0.5353, perplexity 7083.2621,
Train Epoch: [1/2] Iters:[900/20018] transplant_loss 2.5852, rec_loss 0.0313, p_loss 0.2231, quant_error 0.2769, utilization 0.5370, perplexity 7131.8903,
Train Epoch: [1/2] Iters:[910/20018] transplant_loss 2.5871, rec_loss 0.0311, p_loss 0.2225, quant_error 0.2765, utilization 0.5376, perplexity 7149.6827,
Train Epoch: [1/2] Iters:[920/20018] transplant_loss 2.5764, rec_loss 0.0308, p_loss 0.2210, quant_error 0.2749, utilization 0.5380, perplexity 7155.5744,
Train Epoch: [1/2] Iters:[930/20018] transplant_loss 2.5767, rec_loss 0.0307, p_loss 0.2208, quant_error 0.2753, utilization 0.5380, perplexity 7149.7582,
Train Epoch: [1/2] Iters:[940/20018] transplant_loss 2.5759, rec_loss 0.0305, p_loss 0.2204, quant_error 0.2756, utilization 0.5383, perplexity 7147.2683,
Train Epoch: [1/2] Iters:[950/20018] transplant_loss 2.5708, rec_loss 0.0302, p_loss 0.2193, quant_error 0.2749, utilization 0.5377, perplexity 7141.4865,
Train Epoch: [1/2] Iters:[960/20018] transplant_loss 2.5730, rec_loss 0.0303, p_loss 0.2201, quant_error 0.2758, utilization 0.5381, perplexity 7152.9353,
Train Epoch: [1/2] Iters:[970/20018] transplant_loss 2.5696, rec_loss 0.0306, p_loss 0.2207, quant_error 0.2747, utilization 0.5381, perplexity 7173.3092,
Train Epoch: [1/2] Iters:[980/20018] transplant_loss 2.5573, rec_loss 0.0304, p_loss 0.2200, quant_error 0.2722, utilization 0.5389, perplexity 7196.7143,
Train Epoch: [1/2] Iters:[990/20018] transplant_loss 2.5473, rec_loss 0.0304, p_loss 0.2194, quant_error 0.2700, utilization 0.5390, perplexity 7210.5626,
Train Epoch: [1/2] Iters:[1000/20018] transplant_loss 2.5602, rec_loss 0.0305, p_loss 0.2193, quant_error 0.2711, utilization 0.5406, perplexity 7240.4388,
Train Epoch: [1/2] Iters:[1010/20018] transplant_loss 2.5535, rec_loss 0.0302, p_loss 0.2179, quant_error 0.2692, utilization 0.5409, perplexity 7240.3272,
Train Epoch: [1/2] Iters:[1020/20018] transplant_loss 2.5645, rec_loss 0.0303, p_loss 0.2177, quant_error 0.2701, utilization 0.5418, perplexity 7253.8110,
Train Epoch: [1/2] Iters:[1030/20018] transplant_loss 2.5824, rec_loss 0.0304, p_loss 0.2179, quant_error 0.2729, utilization 0.5425, perplexity 7267.7079,
Train Epoch: [1/2] Iters:[1040/20018] transplant_loss 2.5932, rec_loss 0.0309, p_loss 0.2188, quant_error 0.2745, utilization 0.5431, perplexity 7284.7570,
Train Epoch: [1/2] Iters:[1050/20018] transplant_loss 2.5827, rec_loss 0.0306, p_loss 0.2182, quant_error 0.2721, utilization 0.5430, perplexity 7287.8912,
Train Epoch: [1/2] Iters:[1060/20018] transplant_loss 2.5775, rec_loss 0.0303, p_loss 0.2177, quant_error 0.2712, utilization 0.5434, perplexity 7308.2774,
Train Epoch: [1/2] Iters:[1070/20018] transplant_loss 2.5691, rec_loss 0.0299, p_loss 0.2176, quant_error 0.2692, utilization 0.5434, perplexity 7315.4069,
Train Epoch: [1/2] Iters:[1080/20018] transplant_loss 2.5631, rec_loss 0.0299, p_loss 0.2174, quant_error 0.2676, utilization 0.5441, perplexity 7333.2659,
Train Epoch: [1/2] Iters:[1090/20018] transplant_loss 2.5590, rec_loss 0.0296, p_loss 0.2167, quant_error 0.2666, utilization 0.5446, perplexity 7340.1450,
Train Epoch: [1/2] Iters:[1100/20018] transplant_loss 2.5546, rec_loss 0.0296, p_loss 0.2171, quant_error 0.2668, utilization 0.5447, perplexity 7338.0179,
Train Epoch: [1/2] Iters:[1110/20018] transplant_loss 2.5470, rec_loss 0.0296, p_loss 0.2161, quant_error 0.2660, utilization 0.5447, perplexity 7333.1959,
Train Epoch: [1/2] Iters:[1120/20018] transplant_loss 2.5574, rec_loss 0.0301, p_loss 0.2161, quant_error 0.2677, utilization 0.5458, perplexity 7356.5622,
Train Epoch: [1/2] Iters:[1130/20018] transplant_loss 2.5578, rec_loss 0.0297, p_loss 0.2158, quant_error 0.2673, utilization 0.5454, perplexity 7352.8650,
Train Epoch: [1/2] Iters:[1140/20018] transplant_loss 2.5840, rec_loss 0.0302, p_loss 0.2169, quant_error 0.2710, utilization 0.5467, perplexity 7379.6172,
Train Epoch: [1/2] Iters:[1150/20018] transplant_loss 2.5872, rec_loss 0.0303, p_loss 0.2171, quant_error 0.2716, utilization 0.5476, perplexity 7402.6354,
Train Epoch: [1/2] Iters:[1160/20018] transplant_loss 2.6168, rec_loss 0.0312, p_loss 0.2192, quant_error 0.2753, utilization 0.5489, perplexity 7436.0017,
Train Epoch: [1/2] Iters:[1170/20018] transplant_loss 2.6016, rec_loss 0.0306, p_loss 0.2182, quant_error 0.2728, utilization 0.5485, perplexity 7430.3769,
Train Epoch: [1/2] Iters:[1180/20018] transplant_loss 2.5885, rec_loss 0.0305, p_loss 0.2164, quant_error 0.2703, utilization 0.5485, perplexity 7416.9968,
Train Epoch: [1/2] Iters:[1190/20018] transplant_loss 2.5753, rec_loss 0.0309, p_loss 0.2164, quant_error 0.2681, utilization 0.5480, perplexity 7416.4429,
Train Epoch: [1/2] Iters:[1200/20018] transplant_loss 2.5766, rec_loss 0.0310, p_loss 0.2167, quant_error 0.2675, utilization 0.5485, perplexity 7432.8274,
Train Epoch: [1/2] Iters:[1210/20018] transplant_loss 2.5615, rec_loss 0.0303, p_loss 0.2156, quant_error 0.2651, utilization 0.5484, perplexity 7429.3050,
Train Epoch: [1/2] Iters:[1220/20018] transplant_loss 2.5675, rec_loss 0.0304, p_loss 0.2153, quant_error 0.2664, utilization 0.5489, perplexity 7428.2296,
Train Epoch: [1/2] Iters:[1230/20018] transplant_loss 2.5858, rec_loss 0.0312, p_loss 0.2174, quant_error 0.2704, utilization 0.5492, perplexity 7441.9703,
Train Epoch: [1/2] Iters:[1240/20018] transplant_loss 2.5910, rec_loss 0.0307, p_loss 0.2165, quant_error 0.2710, utilization 0.5502, perplexity 7454.9705,
Train Epoch: [1/2] Iters:[1250/20018] transplant_loss 2.5867, rec_loss 0.0304, p_loss 0.2148, quant_error 0.2701, utilization 0.5494, perplexity 7428.4475,
Train Epoch: [1/2] Iters:[1260/20018] transplant_loss 2.6009, rec_loss 0.0309, p_loss 0.2156, quant_error 0.2722, utilization 0.5500, perplexity 7433.4297,
Train Epoch: [1/2] Iters:[1270/20018] transplant_loss 2.6009, rec_loss 0.0306, p_loss 0.2154, quant_error 0.2718, utilization 0.5501, perplexity 7436.7421,
Train Epoch: [1/2] Iters:[1280/20018] transplant_loss 2.5976, rec_loss 0.0301, p_loss 0.2150, quant_error 0.2699, utilization 0.5513, perplexity 7467.4878,
Train Epoch: [1/2] Iters:[1290/20018] transplant_loss 2.5937, rec_loss 0.0302, p_loss 0.2157, quant_error 0.2694, utilization 0.5509, perplexity 7459.1338,
Train Epoch: [1/2] Iters:[1300/20018] transplant_loss 2.5975, rec_loss 0.0304, p_loss 0.2158, quant_error 0.2698, utilization 0.5517, perplexity 7483.1616,
Train Epoch: [1/2] Iters:[1310/20018] transplant_loss 2.5862, rec_loss 0.0302, p_loss 0.2160, quant_error 0.2688, utilization 0.5513, perplexity 7480.6455,
Train Epoch: [1/2] Iters:[1320/20018] transplant_loss 2.6184, rec_loss 0.0308, p_loss 0.2169, quant_error 0.2723, utilization 0.5531, perplexity 7530.3887,
Train Epoch: [1/2] Iters:[1330/20018] transplant_loss 2.6077, rec_loss 0.0304, p_loss 0.2153, quant_error 0.2702, utilization 0.5522, perplexity 7509.0226,
Train Epoch: [1/2] Iters:[1340/20018] transplant_loss 2.5980, rec_loss 0.0300, p_loss 0.2137, quant_error 0.2693, utilization 0.5526, perplexity 7519.5713,
Train Epoch: [1/2] Iters:[1350/20018] transplant_loss 2.5907, rec_loss 0.0298, p_loss 0.2136, quant_error 0.2679, utilization 0.5524, perplexity 7519.6663,
Train Epoch: [1/2] Iters:[1360/20018] transplant_loss 2.5682, rec_loss 0.0291, p_loss 0.2120, quant_error 0.2632, utilization 0.5526, perplexity 7526.7164,
